concepticon	concepticon_ID	concepticon_proposed	NEL_concept	NEL_ID	lgc	lgcSD	inf	ranking_value	position_in_ranking	WOLD	ABVD	ASJP40	ASJP100	Holman ranking value	Holman	Rama & Borin score	Rama & Borin rank	Swadesh100	Swadesh200	IELex	Dyen 1975 P	Dyen 1975 rank	Pagel mean rate	Petroni & Serva	Peust ranking	Tadmor score	Tadmor rank	Tadmor representation score	WOLD borrowed score	WOLD age score	WOLD simplicity score	representation	Tadmor score (replica)
KING	1508	KING	König::N	432	0.360994951050839	0.104975005961569	12.8786810285186	0.962972646906103	469	19-32																			0.5290697674	0.810720363	0.9305161656	47	0.3552643063
AUTUMN	1276	AUTUMN	Herbst::N	460	0.421848484933004	0.092905130485632	13.4301009027838	0.963346453838672	470	14-77																			0.1571428571	0.82	0.8071428571	36	0.5578510204
YESTERDAY	1174	YESTERDAY	gestern::ADV	595	0.378385842820778	0.102094747950667	13.0412275022589	0.963575491687192	471	14-49										211					7	0.744	41	1	0.0421686747	0.8710843373	0.921686747	42	0.7690110566
STAR	1430	STAR	Stern::N	59	0.347478343819974	0.096929419668401	12.7638451393975	0.963654004501773	472	1-54	130	4	74	26.6	34	558.447	94	80	152	158	10.58	67	0.72	0.27269	4	0.691	97	1	0.1703187251	0.8852589641	0.9701195219	43	0.7125360892
SMOOTH	1234	SMOOTH	glatt::A	493	0.424214746578281	0.106169796901446	13.4578576709389	0.963992495173436	473	15-77									143	149	1.42	191	6.23	0.18457					0.1742957746	0.8288732394	0.8732394366	52	0.5976486822
NARROW	1267	NARROW	schmal::A	486	0.336545171318797	0.129456153905636	12.6710583852875	0.964215184341832	474	12-62	158								101	106	3.5	140	2.89		12				0.09375	0.7916666667	0.8385416667	51	0.6016099718
FLOOR	1632	FLOOR	Fußboden::N	310	0.340005830516289	0.092160694916336	12.704367533655	0.964431505900835	475	7-26																			0.3462897527	0.8207838098	0.8785737231	47	0.4714029372
FEAR (BE AFRAID)	1419	FEAR_(BE_AFRAID)	fürchten::V	797	0.424041701762745	0.09637067176743	13.461535113775	0.964515979791029	476	16-531X	22								45	45	19.3	40	4.06		10								
SILVER	759	SILVER	Silber::N	187	0.392235620227411	0.092994089673108	13.1893006365883	0.965918005454159	477	9-65																			0.5086956522	0.8895652174	0.902173913	41	0.3942926358
NOOSE	2604	NOOSE	Schlinge::N	181	0.296170095642992	0.122827818940141	12.3259285909162	0.966039773012931	478																								
FREEZE	1431	FREEZE	gefrieren::V	700	0.414876458600413	0.112509238751916	13.4077007927279	0.967381266532415	479	1-775									59	60			2.69						0.1301369863	0.8356164384	0.7739726027	37	0.5625788847
RING	1374	RING	Ring::N	380	0.411353829519035	0.100657247556324	13.376113806809	0.967392934113769	480	6-73																			0.224137931	0.7873563218	0.867816092	44	0.5301314117
EAGLE	1905	EAGLE	Adler::N	153	0.368258405935054	0.107842590040636	12.9945961861894	0.968027053277389	481	3-584																			0.2471264368	0.8471264368	0.9540229885	45	0.608455922
		TIE_UP	anbinden::V	954	0.321413336729819	0.138346018445104	12.5825191949902	0.968979916442187	482																								
		TAKE_OFF	ausziehen::V	976	0.363323387814992	0.105694127464241	12.9639588088941	0.969404831855914	483																								
SOFT	1856	SOFT	weich::A	495	0.391247677452635	0.106039084087258	13.2200085074581	0.969877941038435	484	15-75																			0.0848585691	0.8462562396	0.8851913478	54	0.6855312574
PIECE	594	PIECE	Stück::N	256	0.246816053203572	0.115481045546725	11.9202691799852	0.969892470115303	485	13-231																			0.1628571429	0.864	0.8085714286	50	0.5848327837
FROST	2034	FROST	Frost::N	79	0.294076717032731	0.134927108024487	12.3460904462333	0.969939999293875	486																								
		RECOGNIZE	erkennen::V	996	0.443798220123655	0.103517393458063	13.6950960145218	0.970091203340895	487																								
PAINT (PIGMENTS)	647	PAINT_(PIGMENTS)	Farbe::N	370	0.279424565160699	0.116856664657847	12.2250475226457	0.971022643619939	488	9-88																			0.5183752418	0.7949709865	0.8955512573	50	0.3428866138
WIFE	1199	WIFE	Ehefrau::N	211	0.300060556307478	0.106752729753817	12.4119707211287	0.971142571436138	489	2-32	58								190	196	6.84	91	4.12						0.1834381551	0.8466107617	0.8445143256	59	0.5838212369
ALL	98	ALL	alles::PRN	639	0.290505082176822	0.120213257921171	12.3455153151145	0.973096957552315	490	13-14	191		9	14.1	92	679.997	100	1	1	1	1.84	180	2.02		7				0.1869565217	0.8582608696	0.9	58	0.6280230624
DANCE	1879	DANCE	tanzen::V	923	0.415302328510534	0.105992734428601	13.4727053871048	0.973498443051003	491	10-44																			0.2857142857	0.7989795918	0.8367346939	52	0.4775242459
STAND UP	570	STAND_UP	sich erheben::V	754	0.328275909040364	0.110030698437283	12.6936849662737	0.97392017849104	492																								
LEFT	244	LEFT	linker::A	576	0.414717062231204	0.108646411206379	13.473909493356	0.97414559332752	493	12-42	2								87	91	8.17	81	4.41						0.15	0.8144444444	0.9055555556	46	0.6268959877
DARK	706	DARK	dunkel::A	523	0.417829553592753	0.102425525709687	13.5094311514378	0.974896516910303	494	15-63																			0.1018099548	0.9009049774	0.8676470588	43	0.7020860156
UNCLE	1327	UNCLE	Onkel::N	208	0.28557136600816	0.088769037419797	12.3192288253654	0.974908653129197	495	2-51																			0.303871335	0.8684884714	0.9369010343	41	0.5664313651
HAPPEN	248	HAPPEN	passieren::V	682	0.322379171229143	0.096467473974681	12.6586132389153	0.975720069785297	496																								
WRAP	1113	WRAP	einwickeln::V	872	0.399706899458488	0.096296700047224	13.3561010239033	0.975873892877688	497	10-14																			0.1145833333	0.8302083333	0.8932291667	50	0.6565951595
		SKI	Ski::N	290	0.283582525615035	0.090422576844175	12.32111434872	0.976887161818468	498																								
DUCK	1360	DUCK	Ente::N	154	0.25261650546774	0.109617416052553	12.0466017199036	0.977305317069394	499	3-57																			0.4615384615	0.8604395604	0.9285714286	46	0.4302197802
PRAISE	1687	PRAISE	loben::V	903	0.350836869650765	0.111333756545197	12.9318152192662	0.977428339240927	500	16-79																			0.1964285714	0.794047619	0.7380952381	43	0.4709593659
MIND	1562	MIND	Verstand::N	221	0.26012395487439	0.123451221525114	12.122502877358	0.978138728348846	501	17-11																			0.2750611247	0.8833740831	0.8973105134	43	0.5746306666
TODAY	1283	TODAY	heute::ADV	591	0.380724610421324	0.09232797774467	13.2148968949053	0.978837540111335	502	14-47																			0.047752809	0.8449438202	0.7808988764	47	0.6283076277
RICH	712	RICH	reich::A	569	0.447936641328557	0.095098065810437	13.8250134741918	0.979358370223478	503	11-51																			0.2847457627	0.8142372881	0.8161016949	43	0.4752867489
WORK (ACTIVITY)	1086	WORK_(ACTIVITY)	arbeiten::V	946	0.370892069665468	0.098208972960743	13.1486377770173	0.981060915002811	504																								
		SELECT	auswählen::V	889	0.407999889295173	0.089607267145509	13.4849225233513	0.98129235196947	505																								
SET (HEAVENLY BODIES)	160	SET_(HEAVENLY_BODIES)	untergehen[Sonne]::V	687	0.347159861598355	0.124976045340826	12.9380563626991	0.981361760831393	506																								
		CURRENT	Strömung::N	85	0.389109217920116	0.110745642973434	13.3180284217745	0.98160454604935	507																								
FINE OR THIN	2157	FINE_OR_THIN	fein::A	490	0.349003350520606	0.105840791016211	12.9623083630983	0.982127820841286	508																								
		PERISH_(OF_HUMAN)	umkommen::V	751	0.415192113379726	0.114844097547439	13.5612948329339	0.982456581251635	509																								
WELL	954	WELL	Brunnen::N	400	0.304338903861229	0.117280499365321	12.5640159507545	0.982496581600348	510	1-37																			0.2054263566	0.8131782946	0.8546511628	66	0.5522157902
FACE	1560	FACE	Gesicht::N	9	0.189838991026276	0.108578331203543	11.5390400233472	0.983048910411076	511	4-204																			0.2688477952	0.8346372688	0.9679943101	52	0.590715507
EMPTY	1624	EMPTY	leer::A	511	0.322570582256024	0.104850658930916	12.7363232884826	0.983318804817843	512	13-22																			0.1358695652	0.8217391304	0.8913043478	48	0.632906119
SHADE	1388	SHADE	Schatten::N	72	0.297994892435538	0.137199133737812	12.5208407863683	0.983888675444845	513	1-63										212					7	0.694	91	1	0.112745098	0.9029411765	0.931372549	52	0.7461588586
TOUCH	1892	TOUCH	berühren::V	825	0.310077931851367	0.112101113255207	12.6579777192295	0.986727633256724	514	15-71																			0.103406326	0.7834549878	0.8438767234	49	0.5927734288
DOWN OR BELOW	2094	DOWN_OR_BELOW	unten::ADV	615	0.348901158175794	0.103167346157877	13.0104073595552	0.987029693597307	515																								
		GLUE_(SOMETHING)	kleben::V	862	0.417154791477705	0.097867270033101	13.6343556475048	0.987996252420549	516																								
CLEAN	704	CLEAN	sauber::A	514	0.375337777903542	0.107087880727898	13.2632290501924	0.988518904906049	517	15-87																			0.1387614679	0.8100917431	0.8279816514	42	0.5776680797
SHELF	745	SHELF	Regal::N	315	0.395783253109732	0.117459372178819	13.447396676253	0.988534739826545	518	7-47																			0.4442060086	0.7759656652	0.8969957082	41	0.3868536667
		WAKE	wecken::V	907	0.421209205079905	0.101357850495023	13.6840060836325	0.98931232379133	519																								
UNTRUTH	475	UNTRUTH	Lüge::N	443	0.374614261967769	0.114656878263992	13.266227600847	0.989469924313703	520																								
		SWING_(SOMETHING)	schwenken::V	869	0.34500268193034	0.126438123861741	13.0033096128057	0.989828547543267	521																								
FRIEND	1325	FRIEND	Freund::N	251	0.334917667086843	0.118336538597156	12.9163061343	0.990204713051841	522	19-51																			0.4133858268	0.8133858268	0.9291338583	64	0.4433303245
SEND	1127	SEND	schicken::V	882	0.279204717487627	0.136964186615154	12.4182228555045	0.99053803981159	523	10-63																			0.1331775701	0.8556074766	0.8107476636	41	0.601298911
ROOF	769	ROOF	Dach::N	321	0.281022655829777	0.112745948771371	12.4410791614828	0.991187525901476	524	7-51																			0.1425742574	0.7934653465	0.7891089109	46	0.5368604736
SMALL	1246	SMALL	klein::A	482	0.320033388197548	0.0981907538519	12.8003948929427	0.992009439916482	525	12-56	152		15	6.3	100	597.591	95	77	140	146	1.92	178	3.7		13	0.694	91	1	0.091047041	0.8543247344	0.9658573596	60	0.7500278354
GLASS	604	GLASS	Glas::N	189	0.364867391918209	0.094700325342025	13.2098556399884	0.992604911272451	526	9-74																			0.6178414097	0.7964757709	0.9438325991	45	0.2872838211
VILLAGE	930	VILLAGE	Dorf::N	405	0.268683328666551	0.115221297943889	12.3502047845867	0.993205482658771	527	19-16																			0.2887189293	0.8447418738	0.8910133843	51	0.5353644159
TRAP (PITFALL)	1075	TRAP_(PITFALL)	Falle::N	180	0.303325478306483	0.115803885361015	12.6691176977328	0.99391883929745	528	20-64																			0.2354948805	0.843003413	0.933447099	52	0.601588383
SUMMIT	1614	SUMMIT	Gipfel::N	97	0.270924634398501	0.124358402965871	12.3810697201816	0.994274801059509	529																								
SWALLOW	897	SWALLOW	schlucken::V	738	0.343693509976897	0.092201324620165	13.0369931753522	0.994375158556014	530	5-181																			0.0773809524	0.8273809524	0.869047619	43	0.6633939538
		WALK_(TRIP)	Gang::N	293	0.324512249663193	0.145626301618231	12.865306459128	0.994469621215923	531																								
RAIN (RAINING)	1253	RAIN_(RAINING)	regnen::V	699	0.36436990387776	0.108435456244946	13.2252605787546	0.994593144385479	532																								
ASK (INQUIRE)	1309	ASK_(INQUIRE)	fragen::V	985	0.320181477097537	0.102236629069329	12.8286143706017	0.994698107672383	533	18-31															11				0.1316326531	0.826122449	0.8897959184	45	0.6383198021
NAIL (TOOL)	502	NAIL_(TOOL)	Nagel::N	329	0.265888170074629	0.091192768141131	12.3406281387875	0.994763460811584	534	9-5																			0.4087837838	0.8378378378	0.9324324324	44	0.4618741733
BEGIN	1806	BEGIN	anfangen::V	815	0.319496739879276	0.111542509831329	12.8243740970744	0.994890343816089	535	14-25																			0.1341681574	0.7846153846	0.85509839	50	0.5809068022
		ROCK_(A_CHILD)	wiegen::V	905	0.347959661199507	0.104041010290122	13.0876530017347	0.995601605093918	536																								
		FILTH	Dreck::N	184	0.224335015230161	0.115536534389269	11.9754048572646	0.995638972019317	537																								
DIRT	25	DIRT	Schmutz::N	88	0.24752470823041	0.107049434739394	12.1861762312022	0.995845385712854	538																								
		SIGN	Zeichen::N	236	0.310613919027186	0.127858159416627	12.7549927093066	0.995946743806193	539																								
CIRCLE	1467	CIRCLE	Kreis::N	259	0.34249750423717	0.09520051808561	13.0421840496161	0.99597065114816	540	12-82																			0.2527429467	0.8151253919	0.9059561129	47	0.5518252957
		BUNDLE	Bündel::N	338	0.262374034607515	0.11454014730614	12.3278829329283	0.996651662146071	541																								
THROUGH	97	THROUGH	durch::PRP	633	0.313066150857393	0.108966299442	12.7889848100047	0.997138945228815	542	24-05																			0.1057934509	0.8564231738	0.9244332494	36	0.7079487415
LOAD	1679	LOAD	Last::N	292	0.284019944458871	0.123612136036293	12.5279986034488	0.997181910331896	543																								
		WARE	Ware::N	426	0.329101372015664	0.109813721048698	12.9437668010313	0.998185445289027	544																								
STOMACH	819	STOMACH	Magen::N	47	0.3898514573881	0.078400343871186	13.4936536861045	0.998499056961164	545	4-46																			0.3176855895	0.8524017467	0.9672489083	48	0.562557764
JUMP	1829	JUMP	springen::V	764	0.330847648129632	0.136570127067433	12.9659117902795	0.998828295711284	546	10-43																			0.0639344262	0.8347540984	0.8819672131	56	0.6891555751
DEAR	2470	DEAR	lieb::A	550	0.324876132125541	0.127996875445321	12.9130282555096	0.998914306637969	547																								
		RISE_(MOVEMENT)	steigen::V	715	0.35190977023445	0.104776022364019	13.1703342195434	1.00031462874334	548																								
		SINK_(IN_WATER)	versinken::V	708	0.384268826421184	0.114826400313584	13.4631859199873	1.00047664821966	549																								
LOOK	1819	LOOK	anschauen::V	801	0.299580924424692	0.11595646207146	12.7015671010325	1.00053387812103	550	15-52																			0.0949152542	0.7976271186	0.9355932203	55	0.6754235866
		SLICE	Scheibe::N	354	0.305238273963983	0.105542926049767	12.759768763396	1.00126242977201	551																								
TEAR (OF EYE)	1651	TEAR_(OF_EYE)	Träne::N	51	0.427274262830574	0.09491515449133	13.8605151308784	1.00150467654032	552	16-38															7				0.0625	0.8125	0.81875	40	0.6236572266
SWEEP	230	SWEEP	fegen::V	972	0.308818677770266	0.108495210451984	12.7986834072248	1.00193153072924	553	9-37																			0.1325301205	0.8228915663	0.8734939759	44	0.6235293912
		AREA	Gegend::N	265	0.306974786316221	0.105030641879309	12.7823945053461	1.00196214285001	554																								
		CAUSE_SOMEONE_TO	lassen::V	915	0.185092049046001	0.115924693189052	11.6990117715679	1.00331833301539	555																								
		UNDERSTAND_(ACOUSTICALLY)	verstehen::V	998	0.305868806063513	0.118509436593203	12.7866942244432	1.00338749698716	556																								
		BROOK	Bach::N	101	0.313450658760378	0.109196597325929	12.8561468530858	1.00350909242424	557																								
		GATE	Tor::N	319	0.402790518146309	0.098254853548963	13.6684962994634	1.00433816361466	558																								
FAR	1406	FAR	fern::A	575	0.389280971951028	0.108044864388653	13.5604730537214	1.00569443061622	559	12-44	180								42	42	16.7	43	3.14	0.20998	11	0.76	23	1	0.0559701493	0.8184079602	0.947761194	41	0.7322417623
WIN	866	WIN	siegen::V	932	0.417272953328559	0.084125677876153	13.816265116727	1.00608085367699	560	20-99909																							
INVITE	1611	INVITE	einladen::V	916	0.403096842579863	0.081195599818503	13.6893045657802	1.00614329825614	561	19-565																			0.1973684211	0.7991902834	0.8238866397	46	0.5284865003
SHAKE	1909	SHAKE	schütteln::V	868	0.380178132492709	0.109140277773816	13.4839016221567	1.00622984297223	562	10-26																			0.1724137931	0.8215517241	0.8534482759	59	0.5802636434
		MOVE_(OF_PERSON)	sich bewegen::V	752	0.337073619953668	0.094215085058097	13.0999531216531	1.00662905420701	563																								
AUNT	1272	AUNT	Tante::N	209	0.289086862225421	0.093200648608848	12.6735210256664	1.00717392656376	564	2-52																			0.2374570735	0.8428679119	0.8651478348	45	0.5560503809
STRENGTH	202	STRENGTH	Stärke::N	392	0.273851716277199	0.114936013036018	12.5395723122712	1.00749068657764	565	4-99912																							
CHEEK	1730	CHEEK	Wange::N	8	0.246364255140057	0.109028012464375	12.2972208872488	1.00799425909882	566	4-208																			0.0714285714	0.8357142857	0.9226190476	45	0.7159712099
		GRAB_(SOMETHING)	packen::V	879	0.350968839614961	0.096246587116278	13.2436490958366	1.0084929539302	567																								
WIPE	1454	WIPE	abwischen::V	970	0.262234277431302	0.117063911075615	12.4498203882255	1.00897118913437	568	9-311									193	199	2.82	156	6.92						0.1396103896	0.8142857143	0.8571428571	43	0.6005168301
		CONNECT	verbinden::V	826	0.316583320297176	0.111357805297685	12.9424904841328	1.00932406014582	569																								
		HOARFROST	Raureif::N	82	0.307467693182174	0.112337451802182	12.864076699659	1.00968674610194	570																								
THIGH	800	THIGH	Oberschenkel::N	37	0.269934337027324	0.114996815419875	12.527943525619	1.00985344923731	571	4-351										208						0.712	76	1	0.09375	0.8474137931	0.9181034483	42	0.7050747575
DEFEND	1330	DEFEND	verteidigen::V	929	0.399883535073392	0.110241753511389	13.6982576121366	1.00993057964761	572	20-44																			0.191011236	0.8148314607	0.7550561798	42	0.4977251028
PUSH	1452	PUSH	schieben::V	851	0.25697359964844	0.113656802517107	12.4155434891446	1.01027810923087	573	10-67									114	119	3.19	146	8.06						0.1725978648	0.8380782918	0.8985765125	49	0.6230979055
TABLE	1775	TABLE	Tisch::N	311	0.251683642545869	0.101405673610597	12.3684104428374	1.01032576599246	574	7-44																			0.7354085603	0.813229572	0.9591439689	44	0.2063824446
